UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style,Best Role
2000102160,Emanuele Bruni,9/2/2005 (17 years old),ITA,Italian Serie B,Südtirol,Right Only,D (C),192 cm,78 kg,17,€0 - €22K,€950 p/m,Intelligent,Central Defender
2000115189,Mohamed Anas Haj,26/3/2005 (17 years old),TUN,Italian Serie B,Parma,Right,M/AM (C),175 cm,67 kg,17,€26K - €80K,€950 p/m,Intelligent,Advanced Playmaker
2000102161,Simone Buccella,3/1/2005 (17 years old),ITA,Italian Serie B,Südtirol,Right,"WB (R), DM",174 cm,62 kg,17,€7K - €22K,€950 p/m,Technical,Defensive Midfielder
43617005,Matteo Andreano,25/1/2003 (19 years old),ITA,Italian Serie B,Pisa,Right,M/AM (C),182 cm,77 kg,19,€16K - €50K,"€1,300 p/m",Technical,Mezzala
2000205918,Filippo Pagnucco,9/2/2006 (16 years old),ITA,Italian Serie A,Juventus,Left Only,D/WB/M (L),166 cm,55 kg,16,€28K - €275K,"€1,100 p/m",Technical,Winger
2000102198,Fabian Messner,11/3/2005 (17 years old),ITA,Italian Serie B,Südtirol,Right Only,ST (C),187 cm,75 kg,17,€0 - €24K,€950 p/m,Physical,Poacher
2000102212,Viktor Vasilico,13/7/2004 (17 years old),ITA,Italian Serie B,Südtirol,Right,M (C),182 cm,69 kg,17,€0 - €24K,€950 p/m,Physical,Central Midfielder
2000102215,Eugenio Xhafa,26/7/2004 (17 years old),ALB,Italian Serie B,Südtirol,Right,ST (C),182 cm,69 kg,17,€1K - €9K,€950 p/m,Physical,Advanced Forward
2000113645,Vladislavs Razumejevs,3/9/2005 (16 years old),LVA,Italian Serie A,Capitoline,Right,GK,193 cm,73 kg,16,€24K - €75K,"€1,100 p/m",Assertive,Goalkeeper
2000205913,Nicolò Meringolo,5/7/2006 (15 years old),ITA,Italian Serie A,Juventus,Right,D (RC),181 cm,62 kg,15,€75K - €220K,"€1,100 p/m",Physical,Full-Back
2000102267,Giacomo Bernacci,15/7/2005 (16 years old),ITA,Italian Serie A,Bologna,Right,M (C),156 cm,55 kg,16,€2K - €20K,"€1,100 p/m",Technical,Central Midfielder
2000102268,Giovanni Dragà,3/8/2005 (16 years old),ITA,Italian Serie B,Venezia,Right Only,AM (C),184 cm,70 kg,16,€16K - €170K,€950 p/m,Creative,Attacking Midfielder
2000205906,Gianluca Venuti,27/12/2005 (16 years old),ITA,Italian Serie A,Udinese,Left,D (LC),185 cm,68 kg,16,€0 - €45K,"€1,100 p/m",Physical,Full-Back
2000205702,Alessandro Pozzi,7/8/2003 (18 years old),ITA,Italian Serie B,Frosinone,Right Only,"AM (RL), ST (C)",181 cm,71 kg,18,€0 - €40K,€950 p/m,Technical,Inverted Winger
2000205606,Kenny Simono Ventura,23/9/2005 (16 years old),DOM,Italian Serie A,Udinese,Right Only,M (C),179 cm,65 kg,16,€0 - €50K,"€1,100 p/m",Technical,Mezzala
2000205905,Alessandro Ventre,24/2/2006 (16 years old),ITA,Italian Serie A,Udinese,Right Only,D/WB (R),186 cm,69 kg,16,€45K - €130K,"€1,100 p/m",Technical,Full-Back
43499908,Gabriel Anyimah,8/8/2003 (18 years old),GHA,Italian Serie A,Torino,Right,"AM (RL), ST (C)",184 cm,74 kg,18,€0 - €55K,"€1,100 p/m",Technical,Winger
2000205571,Tommaso Formichetti,22/2/2005 (17 years old),ITA,Italian Serie A,Verona,Right Only,M (C),172 cm,62 kg,17,€2K - €22K,"€1,100 p/m",Creative,Central Midfielder
2000013731,Hilmir Rafn Mikaelsson,2/2/2004 (18 years old),ISL,Italian Serie B,Venezia,Right Only,ST (C),188 cm,82 kg,18,€18K - €180K,"€2,400 p/m",Physical,Target Forward
2000205897,Francesco Plaia,29/3/2006 (16 years old),ITA,Italian Serie A,Spezia,Right Only,GK,180 cm,63 kg,16,€24K - €70K,"€1,100 p/m",Shot Stopper,Goalkeeper
2000205893,Matteo Garzia,15/9/2005 (16 years old),ITA,Italian Serie A,Spezia,Right Only,"DM, M (C)",186 cm,71 kg,16,€30K - €90K,"€1,100 p/m",Technical,Central Midfielder
2000109620,Tudor Neamţiu,25/8/2005 (16 years old),ROU,Italian Serie B,Genoa,Right Only,M (C),175 cm,65 kg,16,€0 - €55K,€950 p/m,Technical,Central Midfielder
2000223030,Simone Santonocito,6/10/2004 (17 years old),ITA,Italian Serie B,Palermo,Right,D (R),174 cm,64 kg,17,€0 - €50K,€950 p/m,Technical,Full-Back
2000223046,Mattia Barbera,22/11/2004 (17 years old),ITA,Italian Serie B,Palermo,Right Only,M/AM (C),177 cm,66 kg,17,€0 - €50K,€950 p/m,Leader,Central Midfielder
2000205890,Mattia Benvenuto,18/10/2005 (16 years old),ITA,Italian Serie A,Spezia,Right Only,D (C),193 cm,74 kg,16,€0 - €50K,"€1,100 p/m",Physical,Central Defender
2000109195,Áron Dragóner,11/6/2004 (18 years old),HUN,Italian Serie A,Empoli,Right,"D (C), DM",184 cm,74 kg,18,€4K - €40K,"€1,800 p/m",Technical,Central Defender
2000205875,Lorenzo Reddavide,26/11/2005 (16 years old),ITA,Italian Serie A,Lazio,Right Only,"AM (C), ST (C)",185 cm,68 kg,16,€3K - €30K,"€1,100 p/m",Physical,Advanced Playmaker
2000103840,Angelo Mameli,4/2/2005 (17 years old),ITA,Italian Serie B,Cagliari,Right,M (RLC),171 cm,61 kg,17,€10K - €100K,€950 p/m,Technical,Winger
2000103852,Riyad Idrissi,13/6/2005 (17 years old),MAR,Italian Serie B,Cagliari,Right,M/AM (RC),162 cm,55 kg,17,€0 - €110K,€950 p/m,Technical,Winger
2000042035,Angelo Veltri,17/4/2004 (18 years old),ITA,Italian Serie B,Benevento,Right,D (C),182 cm,62 kg,18,€2K - €20K,€950 p/m,Intelligent,Central Defender
43592990,Massimo Schirone,5/7/2003 (18 years old),ITA,Italian Serie A,Salento,Right,M/AM (C),188 cm,81 kg,18,€65K - €650K,"€1,100 p/m",Physical,Advanced Playmaker
2000179725,Andrei Mihăilă,15/3/2005 (17 years old),ROU,Italian Serie B,Genoa,Right Only,AM (C),177 cm,66 kg,17,0,N/A,Creative,Advanced Playmaker
2000106701,Gianluca Fiorentino,8/2/2005 (17 years old),ITA,Italian Serie A,Sampdoria,Right Only,D (C),181 cm,69 kg,17,€26K - €75K,"€1,100 p/m",Physical,Central Defender
43617532,Matheus Muller Cecchini,15/3/2003 (19 years old),ITA,Italian Serie A,Sampdoria,Right Only,"DM, M (C)",188 cm,81 kg,19,€0 - €30K,"€2,200 p/m",Physical,Defensive Midfielder
2000035020,Andrea Semenza,11/5/2004 (18 years old),ITA,Italian Serie B,SPAL,Left,"AM (L), ST (C)",189 cm,76 kg,18,€0 - €55K,€950 p/m,Physical,Winger
2000125768,Andrea Petta,24/3/2005 (17 years old),ITA,Italian Serie A,Lazio,Right,D (C),182 cm,74 kg,17,€12K - €120K,"€1,100 p/m",Intelligent,Central Defender
2000136272,Karim Pedrini,17/5/2005 (17 years old),ITA,Italian Serie B,Parma,Right,"AM (C), ST (C)",182 cm,71 kg,17,€14K - €150K,€950 p/m,Technical,Advanced Forward
2000124322,Simone Cinquegrano,25/5/2004 (18 years old),ITA,Italian Serie A,Sassuolo,Right Only,D/WB/M/AM (R),176 cm,70 kg,18,€0 - €70K,"€1,100 p/m",Physical,Winger
2000104659,Mattia Marino,10/3/2005 (17 years old),ITA,Italian Serie B,Parma,Left,D/WB (L),192 cm,78 kg,17,€6K - €55K,"€1,100 p/m",Physical,Full-Back
2000141870,Edoardo Meconi,9/2/2005 (17 years old),ITA,Italian Serie B,Genoa,Left,D/WB (L),168 cm,58 kg,17,€0 - €65K,€950 p/m,Physical,Wing-Back
2000145158,Matteo Trimboli,18/1/2005 (17 years old),ITA,Italian Serie A,Sampdoria,Right,D (C),190 cm,76 kg,17,€0 - €70K,"€1,100 p/m",Physical,Central Defender
2000147997,Manuel Camilloni,1/7/2004 (17 years old),ITA,Italian Serie B,Ascoli,Right,D (C),187 cm,77 kg,17,€18K - €50K,€950 p/m,Physical,No-Nonsense Centre-Back
2000147998,Francesco Cozzoli,9/7/2004 (17 years old),ITA,Italian Serie B,Ascoli,Left,D/WB (L),185 cm,70 kg,17,€0 - €55K,€950 p/m,Physical,Full-Back
2000148007,Stefano Lemma,3/7/2004 (17 years old),ITA,Italian Serie B,Ascoli,Left Only,"AM (L), ST (C)",186 cm,73 kg,17,€2K - €22K,€950 p/m,Technical,Winger
2000148008,Mattya D'Alessandro,15/6/2004 (18 years old),ITA,Italian Serie B,Ascoli,Either,ST (C),177 cm,68 kg,18,€0 - €65K,€950 p/m,Technical,Advanced Forward
2000170864,Dean Vranici,22/1/2006 (16 years old),ALB,Italian Serie B,Südtirol,Right,M/AM (RL),170 cm,56 kg,16,€16K - €150K,€950 p/m,Technical,Winger
2000185241,Alessandro Posniak,1/7/2006 (15 years old),ITA,Italian Serie B,Brescia,Right,ST (C),178 cm,62 kg,15,€45K - €130K,€950 p/m,Physical,Poacher
2000185245,Matteo Andreoli,1/7/2006 (15 years old),ITA,Italian Serie B,Brescia,Right,GK,189 cm,68 kg,15,€22K - €65K,€950 p/m,Assertive,Sweeper Keeper
2000186408,Ludovico Mosca,20/4/2005 (17 years old),ITA,Italian Serie A,Sampdoria,Right Only,D (C),191 cm,78 kg,17,€0 - €95K,"€1,100 p/m",Intelligent,Central Defender
2000186958,Maat Daniel Caprini,11/2/2006 (16 years old),ITA,Italian Serie A,Fiorentina,Right Only,ST (C),181 cm,68 kg,16,€0 - €35K,€650 p/m,Physical,Poacher
2000200265,Tommaso Lupinetti,16/5/2005 (17 years old),ITA,Italian Serie A,Brianza,Either,M (C),189 cm,76 kg,17,€18K - €55K,"€1,100 p/m",Physical,Central Midfielder
2000205716,Edoardo Salvador,1/7/2006 (15 years old),ITA,Italian Serie B,Genoa,Right Only,ST (C),188 cm,65 kg,15,€0 - €100K,€950 p/m,Intelligent,Poacher
2000205832,Alessio Chiesa,18/6/2006 (16 years old),ITA,Italian Serie A,Inter,Left Only,D (C),183 cm,68 kg,16,€20K - €210K,"€1,100 p/m",Leader,Central Defender
2000205834,Tommaso Della Mora,17/7/2006 (15 years old),ITA,Italian Serie A,Inter,Right Only,D/WB (R),177 cm,61 kg,15,€24K - €240K,"€1,100 p/m",Technical,Full-Back
2000205844,Richi Agbonifo,1/8/2006 (15 years old),ITA,Italian Serie A,Verona,Right,ST (C),182 cm,64 kg,15,€0 - €60K,"€1,100 p/m",Physical,Poacher
2000205845,Elia Caneva,11/6/2006 (16 years old),ITA,Italian Serie A,Verona,Right Only,D (RC),176 cm,64 kg,16,€20K - €60K,"€1,100 p/m",Technical,Full-Back
2000205846,Marco Dalle Pezze,3/4/2006 (16 years old),ITA,Italian Serie A,Verona,Right Only,M (C),167 cm,55 kg,16,€0 - €40K,"€1,100 p/m",Physical,Central Midfielder
2000205847,Davide De Battisti,21/3/2006 (16 years old),ITA,Italian Serie A,Verona,Left Only,D (LC),182 cm,67 kg,16,€2K - €18K,"€1,100 p/m",Physical,No-Nonsense Full-Back
2000205853,Matteo Spagnolli,30/6/2006 (15 years old),ITA,Italian Serie A,Verona,Right Only,M/AM (C),174 cm,58 kg,15,€20K - €55K,"€1,100 p/m",Technical,Central Midfielder
2000205860,Giuseppe D'Angelo,3/4/2006 (16 years old),ITA,Italian Serie A,Parthenope,Right,"DM, M (C)",170 cm,56 kg,16,€0 - €35K,"€1,100 p/m",Technical,Central Midfielder
2000205861,Emmanuele De Chiara,21/2/2006 (16 years old),ITA,Italian Serie A,Parthenope,Right Only,M (C),173 cm,58 kg,16,€18K - €50K,"€1,100 p/m",Technical,Central Midfielder
2000205862,Salvatore De Crescenzo,31/3/2006 (16 years old),ITA,Italian Serie A,Parthenope,Left Only,D/WB (L),179 cm,65 kg,16,€0 - €45K,"€1,100 p/m",Physical,Full-Back
2000205868,Tommaso Bordoni,12/3/2006 (16 years old),ITA,Italian Serie A,Lazio,Right Only,D (C),179 cm,64 kg,16,€12K - €120K,"€1,100 p/m",Leader,Central Defender
2000205869,Alessandro Ceccarelli,18/2/2006 (16 years old),ITA,Italian Serie A,Lazio,Right Only,"AM (R), ST (C)",174 cm,60 kg,16,€35K - €100K,"€1,100 p/m",Technical,Winger
2000205872,Valerio Gelli,4/1/2006 (16 years old),ITA,Italian Serie A,Lazio,Either,M/AM (C),176 cm,62 kg,16,€0 - €120K,"€1,100 p/m",Creative,Mezzala
2000205873,Iacopo Ierardi,5/1/2006 (16 years old),ITA,Italian Serie A,Lazio,Right Only,GK,186 cm,69 kg,16,€28K - €85K,"€1,100 p/m",Assertive,Goalkeeper
2000205877,Federico Serra,3/1/2006 (16 years old),ITA,Italian Serie A,Lazio,Right Only,ST (C),175 cm,63 kg,16,€65K - €200K,"€1,100 p/m",Technical,Poacher
2000205878,Thomas Silvestri,6/3/2006 (16 years old),ITA,Italian Serie A,Lazio,Right Only,M (C),171 cm,60 kg,16,€0 - €90K,"€1,100 p/m",Intelligent,Mezzala
2000205879,Jacopo Stano,8/6/2006 (16 years old),ITA,Italian Serie A,Lazio,Right,D (C),180 cm,67 kg,16,€2K - €22K,"€1,100 p/m",Intelligent,No-Nonsense Centre-Back
2000205891,Jacopo Foce,29/6/2006 (15 years old),ITA,Italian Serie A,Spezia,Left Only,M (C),178 cm,61 kg,15,€2.5K - €24K,"€1,100 p/m",Technical,Central Midfielder
2000205894,Giovanni Manfrone,23/10/2005 (16 years old),ITA,Italian Serie A,Spezia,Right,D/WB (R),168 cm,55 kg,16,€0 - €60K,"€1,100 p/m",Technical,Full-Back
2000205899,Edoardo Alloj,4/5/2006 (16 years old),ITA,Italian Serie A,Torino,Right,GK,179 cm,64 kg,16,€2K - €22K,"€1,100 p/m",Distributor,Goalkeeper
2000205901,Mattia Bozza,26/7/2006 (15 years old),ITA,Italian Serie A,Udinese,Right,"DM, M (C)",183 cm,63 kg,15,€26K - €75K,"€1,100 p/m",Technical,Central Midfielder
2000205908,Giuseppe Balzano,19/3/2006 (16 years old),ITA,Italian Serie A,Juventus,Right Only,D/WB (R),174 cm,61 kg,16,€0 - €60K,"€1,100 p/m",Leader,Full-Back
2000205909,Adam Boufandar,11/8/2006 (15 years old),ITA,Italian Serie A,Juventus,Right Only,"DM, M (C)",178 cm,61 kg,15,€45K - €140K,"€1,100 p/m",Technical,Central Midfielder
2000205910,Alessandro Cavallotti,30/8/2005 (16 years old),ITA,Italian Serie A,Juventus,Either,"AM (C), ST (C)",186 cm,68 kg,16,€0 - €70K,"€1,100 p/m",Physical,Poacher
2000205911,Francesco Crapisto,15/1/2006 (16 years old),ITA,Italian Serie A,Juventus,Right,M (C),171 cm,58 kg,16,€8K - €80K,"€1,100 p/m",Physical,Mezzala
2000205912,Gabriele Finocchiaro,16/3/2006 (16 years old),ITA,Italian Serie A,Juventus,Right Only,M/AM (C),179 cm,64 kg,16,€16K - €170K,"€1,100 p/m",Leader,Central Midfielder
2000205915,Alessandro Nisci,23/1/2006 (16 years old),ITA,Italian Serie A,Juventus,Right Only,"DM, M (C)",184 cm,69 kg,16,€2.5K - €28K,"€1,100 p/m",Leader,Ball Winning Midfielder
2000205917,Francesco Nuti,15/2/2006 (16 years old),ITA,Italian Serie A,Juventus,Right Only,ST (C),180 cm,64 kg,16,€30K - €90K,"€1,100 p/m",Intelligent,Poacher
2000205919,Andrea Piccinin,23/2/2006 (16 years old),ITA,Italian Serie A,Juventus,Right,"DM, M (C)",172 cm,58 kg,16,€3K - €30K,"€1,100 p/m",Technical,Mezzala
2000205921,Diego Pugno,7/7/2006 (15 years old),ITA,Italian Serie A,Juventus,Left,ST (C),180 cm,64 kg,15,€35K - €100K,"€1,100 p/m",Physical,Poacher
2000205922,Jacopo Scarpetta,13/1/2006 (16 years old),ITA,Italian Serie A,Juventus,Right Only,D (C),191 cm,76 kg,16,€0 - €50K,"€1,100 p/m",Intelligent,Central Defender
2000205923,Michele Scienza,13/3/2006 (16 years old),ITA,Italian Serie A,Juventus,Right Only,ST (C),184 cm,67 kg,16,€2.5K - €28K,"€1,100 p/m",Physical,Poacher
2000208460,Antonio Argento,23/2/2006 (16 years old),ITA,Italian Serie A,Salernitana,Left Only,WB/M/AM (L),188 cm,70 kg,16,€0 - €65K,€650 p/m,Technical,Winger
2000208482,Giovanni Alfano,10/7/2006 (15 years old),ITA,Italian Serie A,Udinese,Right,D (R),169 cm,55 kg,15,€0 - €75K,"€1,100 p/m",Physical,Full-Back
2000208849,Pietro Bossi,3/10/2005 (16 years old),ITA,Italian Serie B,Como,Left Only,D (L),181 cm,64 kg,16,€28K - €80K,€950 p/m,Physical,Full-Back
2000208852,Daniel Zappa,25/10/2005 (16 years old),ITA,Italian Serie B,Como,Right Only,ST (C),187 cm,73 kg,16,€0 - €55K,€950 p/m,Physical,Poacher
2000213609,Luca Nischwitz,28/5/2005 (17 years old),ITA,Italian Serie B,Ternana,Left Only,ST (C),180 cm,66 kg,17,€14K - €40K,€950 p/m,Technical,Advanced Forward
2000214787,Luca Nesi,14/8/2006 (15 years old),ITA,Italian Serie A,Bologna,Right Only,D (C),185 cm,66 kg,15,€3.5K - €35K,"€1,100 p/m",Physical,Central Defender
2000216094,Riccardo Mocchetti,4/1/2006 (16 years old),ITA,Italian Serie B,Como,Right Only,M (C),174 cm,60 kg,16,€14K - €140K,"€1,100 p/m",Technical,Mezzala
2000216116,Côme Bianay,27/8/2005 (16 years old),FRA,Italian Serie A,Brianza,Left,D/WB/M/AM (L),180 cm,65 kg,16,€0 - €90K,"€1,100 p/m",Leader,Winger
2000216130,Michele Frazzoni,11/5/2005 (17 years old),ITA,Italian Serie A,Sassuolo,Right Only,M (C),175 cm,64 kg,17,€0 - €12K,€700 p/m,Leader,Central Midfielder
2000218206,Samuel Bazzanella,28/3/2006 (16 years old),ITA,Italian Serie B,Südtirol,Right,ST (C),180 cm,67 kg,16,€0 - €55K,€950 p/m,Physical,Poacher
2000218340,Michele Marchegiani,21/3/2006 (16 years old),ITA,Italian Serie B,Ternana,Left,AM (R),177 cm,62 kg,16,€0 - €80K,€950 p/m,Technical,Inverted Winger
2000218348,Raffaele Visani,27/7/2006 (15 years old),ITA,Italian Serie B,Ternana,Left Only,D/WB (L),166 cm,55 kg,15,€18K - €180K,€950 p/m,Technical,Wing-Back
2000218618,Davide Borre,20/1/2005 (17 years old),ITA,Italian Serie B,Genoa,Right Only,GK,180 cm,71 kg,17,€0 - €65K,€950 p/m,Distributor,Goalkeeper
2000221677,Danilo Amato,9/9/2005 (16 years old),ITA,Italian Serie B,Ascoli,Right Only,GK,192 cm,74 kg,16,€16K - €50K,€950 p/m,Assertive,Goalkeeper
2000221687,Aleks Isaku,22/1/2006 (16 years old),ITA,Italian Serie B,Ascoli,Right Only,D (C),177 cm,64 kg,16,€1.5K - €16K,€950 p/m,Physical,No-Nonsense Centre-Back
2000221696,Nicolò Quinzi,1/2/2006 (16 years old),ITA,Italian Serie B,Ascoli,Right Only,ST (C),184 cm,69 kg,16,€0 - €55K,€950 p/m,Intelligent,Poacher
2000221995,Giovanni Maio,27/6/2006 (16 years old),ITA,Italian Serie B,Bari,Right,"DM, M (C)",183 cm,67 kg,16,€2K - €22K,€950 p/m,Technical,Mezzala
2000221996,Rizzi Michele Jacopo,18/7/2005 (16 years old),ITA,Italian Serie B,Bari,Right Only,ST (C),187 cm,73 kg,16,€0 - €50K,€950 p/m,Technical,Poacher
2000221999,Raffale Natuzzi,15/1/2005 (17 years old),ITA,Italian Serie B,Bari,Right Only,D (C),181 cm,69 kg,17,€1.5K - €14K,€950 p/m,Leader,No-Nonsense Centre-Back
2000222000,Daniele Pellegrini,23/6/2005 (17 years old),ITA,Italian Serie B,Bari,Right,ST (C),174 cm,62 kg,17,€0 - €45K,€950 p/m,Technical,Poacher
2000222001,Angelo Rocchitelli,8/1/2006 (16 years old),ITA,Italian Serie B,Bari,Right Only,GK,192 cm,74 kg,16,€12K - €35K,€950 p/m,Assertive,Sweeper Keeper
2000222009,Francesco Violante,29/6/2006 (15 years old),ITA,Italian Serie B,Bari,Right Only,ST (C),179 cm,63 kg,15,€20K - €60K,€950 p/m,Physical,Poacher
2000222010,Vincenzo Bisogno,15/1/2006 (16 years old),ITA,Italian Serie B,Benevento,Right Only,M (C),191 cm,75 kg,16,€0 - €55K,€950 p/m,Technical,Mezzala
2000222013,Rocco Patricelli,30/7/2006 (15 years old),ITA,Italian Serie B,Benevento,Right Only,"AM (C), ST (C)",182 cm,69 kg,15,€24K - €70K,€950 p/m,Technical,Advanced Forward
2000222018,David Morstabilini,15/4/2006 (16 years old),ITA,Italian Serie B,Brescia,Right Only,D (C),188 cm,70 kg,16,€0 - €26K,€950 p/m,Intelligent,Central Defender
2000222301,Alessio Piras,7/9/2005 (16 years old),ITA,Italian Serie B,Cagliari,Right Only,"AM (R), ST (C)",174 cm,60 kg,16,€28K - €85K,€950 p/m,Technical,Winger
2000222312,Tommaso Cielo,3/11/2005 (16 years old),ITA,Italian Serie B,Cittadella,Right Only,D (C),184 cm,68 kg,16,€0 - €60K,€950 p/m,Physical,Central Defender
2000222330,Jacopo Airaghi,8/2/2006 (16 years old),ITA,Italian Serie B,Como,Right,D (C),189 cm,75 kg,16,€0 - €40K,€950 p/m,Physical,No-Nonsense Centre-Back
2000222331,Samuel Arrighi,8/2/2006 (16 years old),ITA,Italian Serie B,Como,Either,"DM, M (C)",168 cm,55 kg,16,€2K - €22K,€950 p/m,Technical,Central Midfielder
2000222332,Bryan Bandara,10/5/2006 (16 years old),ITA,Italian Serie B,Como,Right Only,M (C),191 cm,72 kg,16,€0 - €55K,€950 p/m,Creative,Central Midfielder
2000222336,Filippo Galafassi,30/4/2006 (16 years old),ITA,Italian Serie B,Como,Right,M/AM (R),168 cm,56 kg,16,€0 - €45K,€950 p/m,Technical,Winger
2000222342,Fabio Rispoli,28/8/2006 (15 years old),ITA,Italian Serie B,Como,Right Only,M/AM (RL),174 cm,55 kg,15,€0 - €60K,€950 p/m,Creative,Winger
2000222788,Lorenzo Bauco,20/4/2006 (16 years old),ITA,Italian Serie B,Frosinone,Either,M/AM (R),168 cm,57 kg,16,€0 - €30K,€950 p/m,Technical,Inverted Winger
2000222919,Giorgio Bailo,3/6/2006 (16 years old),ITA,Italian Serie B,Genoa,Right Only,D/WB (R),180 cm,64 kg,16,€2K - €18K,€950 p/m,Physical,Full-Back
2000222920,Andrea Boschi,29/3/2006 (16 years old),ITA,Italian Serie B,Genoa,Right,GK,190 cm,73 kg,16,€0 - €50K,€950 p/m,Distributor,Goalkeeper
2000222926,Jeff Ekhator,31/8/2006 (15 years old),ITA,Italian Serie B,Genoa,Right,ST (C),185 cm,70 kg,15,€0 - €70K,€950 p/m,Physical,Poacher
2000222931,Marco Romano,1/3/2006 (16 years old),ITA,Italian Serie B,Genoa,Left Only,M/AM (L),162 cm,55 kg,16,€3K - €28K,€950 p/m,Leader,Winger
2000222933,Cristian Stivala,22/5/2006 (16 years old),ITA,Italian Serie B,Genoa,Right Only,D (C),189 cm,75 kg,16,€26K - €80K,€950 p/m,Physical,No-Nonsense Centre-Back
2000223210,Giulio Aldrovandi,3/8/2006 (15 years old),ITA,Italian Serie B,Ternana,Right Only,"DM, M (C)",183 cm,64 kg,15,€0 - €55K,€950 p/m,Technical,Central Midfielder
2000224921,Loukas Mavrommatis,4/7/2006 (15 years old),GRE,Italian Serie A,Cremonese,Left Only,WB/M/AM (L),169 cm,55 kg,15,€40K - €120K,"€1,100 p/m",Technical,Winger
2000225706,Gianmarco Cusin,17/9/2005 (16 years old),ITA,Italian Serie A,Fiorentina,Right Only,GK,180 cm,63 kg,16,€0 - €85K,"€1,100 p/m",Distributor,Goalkeeper
2000225709,Marco Valentino,28/8/2005 (16 years old),ITA,Italian Serie B,Genoa,Right,M (C),178 cm,63 kg,16,€16K - €50K,€950 p/m,Physical,Central Midfielder
2000225716,Davide Lorenzani,25/1/2005 (17 years old),ITA,Italian Serie B,Parma,Right Only,M (C),182 cm,69 kg,17,€0 - €50K,€950 p/m,Leader,Central Midfielder
2000225724,Tomaso Cervone,8/1/2006 (16 years old),ITA,Italian Serie A,Sampdoria,Right Only,GK,186 cm,69 kg,16,€0 - €75K,"€1,100 p/m",Distributor,Goalkeeper
2000225726,Samuel Ntanda,30/6/2005 (16 years old),BEL,Italian Serie A,Sampdoria,Right,AM (L),175 cm,61 kg,16,€0 - €90K,"€1,100 p/m",Leader,Inverted Winger
