"RecordIDS","AverageConsistency","Birthdate-Consistency","Birthdate-Values","Club-Consistency","Club-Values","Jersey_number-Consistency","Jersey_number-Values","Name-Consistency","Name-Values","Nationality-Consistency","Nationality-Values","Height-Consistency","Height-Values","Weight-Consistency","Weight-Values"
"eafc_9819+fm_4696+tm_3880","0.47619047619047616","1.0","{2006-01-25T00:00|2006-01-25T00:00|2006-01-25T00:00}","1.0","{FC Volendam|FC Volendam|FC Volendam}","0.0","{16|16}","0.6666666666666666","{I. Nazih|Imran Nazih|Imran Nazih}","0.6666666666666666","{Morocco|NED|Morocco}","0.0","{174.0|175.0}","0.0","{67.0|62.0}"
"eafc_5907+fm_1400+tm_1454","0.4285714285714285","1.0","{2000-03-27T00:00|2000-03-27T00:00|2000-03-27T00:00}","0.6666666666666666","{Charlotte|Charlotte FC|Charlotte FC}","0.0","{24|24}","0.6666666666666666","{J. Lindsey|Jaylin Lindsey|Jaylin Lindsey}","0.6666666666666666","{United States|USA|United States}","0.0","{178.0|181.0}","0.0","{88.0|82.0}"
"eafc_1737+fm_2892+tm_7903","0.47619047619047616","1.0","{1991-01-12T00:00|1991-01-12T00:00|1991-01-12T00:00}","0.0","{FSV Mainz 05|1. FC Saarbrücken|1.FSV Mainz 05}","0.0","{33|33}","0.6666666666666666","{D. Batz|Daniel Batz|Daniel Batz}","0.6666666666666666","{Germany|GER|Germany}","1.0","{191.0|191.0}","0.0","{87.0|84.0}"
"eafc_9159+fm_12361+tm_7217","0.4285714285714285","1.0","{2003-06-30T00:00|2003-06-30T00:00|2003-06-30T00:00}","0.6666666666666666","{Aston Villa|QPR|Aston Villa}","0.0","{47|47}","0.6666666666666666","{T. Iroegbunam|Tim Iroegbunam|Tim Iroegbunam}","0.6666666666666666","{England|ENG|England}","0.0","{183.0|189.0}","0.0","{70.0|81.0}"
"eafc_6988+fm_3813","0.5714285714285714","1.0","{2001-03-07T00:00|2001-03-07T00:00}","0.0","{Elversberg|Arminia Bielefeld}","1.0","{5}","0.0","{F. Jäkel|Frederik Jäkel}","0.0","{Germany|GER}","1.0","{194.0|194.0}","1.0","{89.0|89.0}"
"eafc_9106+fm_2555+tm_10769","0.619047619047619","1.0","{2005-12-23T00:00|2005-12-23T00:00|2005-12-23T00:00}","0.0","{Elversberg|FC Bayern|Bayern Munich}","0.0","{17|17}","0.6666666666666666","{P. Wanner|Paul Wanner|Paul Wanner}","0.6666666666666666","{Germany|GER|Germany}","1.0","{185.0|185.0}","1.0","{72.0|72.0}"
"eafc_10232+fm_8776+tm_4786","0.4285714285714285","1.0","{2003-01-16T00:00|2003-01-16T00:00|2003-01-16T00:00}","0.6666666666666666","{Fatih Karagümrük|Sampdoria|Fatih Karagümrük}","0.0","{97|97}","0.6666666666666666","{F. Paoletti|Flavio Paoletti|Flavio Paoletti}","0.6666666666666666","{Italy|ITA|Italy}","0.0","{182.0|178.0}","0.0","{72.0|73.0}"
"eafc_3166+fm_2301+tm_1421","0.7142857142857143","1.0","{1993-11-30T00:00|1993-11-30T00:00|1993-11-30T00:00}","0.6666666666666666","{Sporting Kansas City|HSV|Sporting Kansas City}","0.0","{14|14}","0.6666666666666666","{T. Leibold|Tim Leibold|Tim Leibold}","0.6666666666666666","{Germany|GER|Germany}","1.0","{174.0|174.0}","1.0","{72.0|72.0}"
"eafc_4469+fm_1033+tm_1225","0.5714285714285714","1.0","{1996-11-02T00:00|1996-11-02T00:00|1996-11-02T00:00}","0.6666666666666666","{Nashville SC|Nashville|Nashville SC}","0.0","{18|18}","0.6666666666666666","{S. Moore|Shaq Moore|Shaq Moore}","0.6666666666666666","{United States|USA|United States}","0.0","{180.0|181.0}","1.0","{74.0|74.0}"
"eafc_1932+fm_9595+tm_4526","0.3333333333333333","1.0","{1989-10-25T00:00|1989-10-25T00:00|1989-10-25T00:00}","0.6666666666666666","{Adana Demirspor|Adana D.S.|Adana Demirspor}","0.0","{25|25}","0.0","{E. Özbir|Ertaç Özbir|Ertac Özbir}","0.6666666666666666","{Turkey|TUR|Turkey}","0.0","{192.0|188.0}","0.0","{81.0|78.0}"
"eafc_3571+fm_6862+tm_8911","0.7142857142857143","1.0","{1996-12-23T00:00|1996-12-23T00:00|1996-12-23T00:00}","0.6666666666666666","{Modena|Modena|Modena FC}","0.0","{16|16}","0.6666666666666666","{F. Gerli|Fabio Gerli|Fabio Gerli}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{173.0|173.0}","1.0","{68.0|68.0}"
"eafc_3879+fm_16025+tm_9470","0.23809523809523808","1.0","{1994-08-11T00:00|1994-08-11T00:00|1994-08-11T00:00}","0.6666666666666666","{Huesca|Huesca|SD Huesca}","0.0","{19|19}","0.0","{A. Kanté|Aboubakary Kanté|Abou Kanté}","0.0","{Gambia|GAM|The Gambia}","0.0","{184.0|181.0}","0.0","{81.0|80.0}"
"eafc_3232+tm_10779","0.7142857142857143","1.0","{1995-11-14T00:00|1995-11-14T00:00}","1.0","{Eintracht Braunschweig|Eintracht Braunschweig}","0.0","{13|13}","0.0","{T. Casali|Tino Casali}","1.0","{Austria|Austria}","1.0","{193.0}","1.0","{83.0}"
"eafc_3526+fm_3095+tm_2802","0.5714285714285714","1.0","{1994-09-13T00:00|1994-09-13T00:00|1994-09-13T00:00}","0.6666666666666666","{Saarbrücken|1. FC Saarbrücken|1.FC Saarbrücken}","0.0","{20|20}","0.6666666666666666","{J. Günther-Schmidt|Julian Günther-Schmidt|Julian Günther-Schmidt}","0.6666666666666666","{Germany|GER|Germany}","1.0","{183.0|183.0}","0.0","{81.0|80.0}"
"eafc_10212+tm_8367","0.5714285714285714","1.0","{2005-07-09T00:00|2005-07-09T00:00}","0.0","{Ajaccio|AC Ajaccio}","0.0","{18|18}","0.0","{M. Soumano|Moussa Soumano}","1.0","{France|France}","1.0","{185.0}","1.0","{80.0}"
"eafc_9535+tm_7946","0.5714285714285714","1.0","{2001-07-03T00:00|2001-07-03T00:00}","0.0","{FC Köln|1.FC Köln}","0.0","{8|8}","0.0","{D. Huseinbašić|Denis Huseinbasic}","1.0","{Germany|Germany}","1.0","{184.0}","1.0","{76.0}"
"eafc_2648+fm_15370+tm_5774","0.619047619047619","1.0","{1994-01-01T00:00|1994-01-01T00:00|1994-01-01T00:00}","0.0","{Montpellier|Toulouse FC|Montpellier HSC}","0.0","{3|3}","0.6666666666666666","{I. Sylla|Issiaga Sylla|Issiaga Sylla}","0.6666666666666666","{Guinea|GUI|Guinea}","1.0","{180.0|180.0}","1.0","{75.0|75.0}"
"eafc_11235+fm_4871","0.5714285714285714","1.0","{2005-07-24T00:00|2005-07-24T00:00}","1.0","{Vitesse|Vitesse}","1.0","{55}","0.0","{T. Bramel|Tom Bramel}","0.0","{Netherlands|NED}","1.0","{196.0|196.0}","0.0","{80.0|78.0}"
"eafc_3217+fm_1071+tm_1433","0.7142857142857143","1.0","{1994-08-20T00:00|1994-08-20T00:00|1994-08-20T00:00}","0.6666666666666666","{Sporting Kansas City|Sporting KC|Sporting Kansas City}","0.0","{26|26}","0.6666666666666666","{E. Thommy|Erik Thommy|Erik Thommy}","0.6666666666666666","{Germany|GER|Germany}","1.0","{175.0|175.0}","1.0","{71.0|71.0}"
"eafc_1420+fm_1101","0.2857142857142857","1.0","{1987-04-29T00:00|1987-04-29T00:00}","0.0","{Philadelphia Union|Philadelphia}","1.0","{11}","0.0","{A. Bedoya|Alejandro Bedoya}","0.0","{United States|USA}","0.0","{178.0|181.0}","0.0","{73.0|77.0}"
"eafc_6078+fm_15844+tm_5717","0.4285714285714285","1.0","{1998-11-19T00:00|1998-11-19T00:00|1998-11-19T00:00}","0.6666666666666666","{Strasbourg|Strasbourg|RC Strasbourg Alsace}","0.0","{5|5}","0.6666666666666666","{L. Perrin|Lucas Perrin|Lucas Perrin}","0.6666666666666666","{France|FRA|France}","0.0","{188.0|187.0}","0.0","{81.0|79.0}"
"eafc_7423+tm_4321","0.5714285714285714","1.0","{1997-12-05T00:00|1997-12-05T00:00}","0.0","{RWDM|RWD Molenbeek}","0.0","{8|8}","0.0","{S. Abe|Shuto Abe}","1.0","{Japan|Japan}","1.0","{171.0}","1.0","{67.0}"
"eafc_10196+tm_3802","0.8571428571428571","1.0","{2003-01-20T00:00|2003-01-20T00:00}","1.0","{Go Ahead Eagles|Go Ahead Eagles}","0.0","{17|17}","1.0","{Darío Serra|Darío Serra}","1.0","{Spain|Spain}","1.0","{180.0}","1.0","{78.0}"
"eafc_6006+tm_10184","0.7142857142857143","1.0","{2000-08-17T00:00|2000-08-17T00:00}","1.0","{Queens Park Rangers|Queens Park Rangers}","0.0","{24|24}","0.0","{S. Duke-McKenna|Stephen Duke-McKenna}","1.0","{Guyana|Guyana}","1.0","{170.0}","1.0","{65.0}"
"eafc_11568+fm_10544","0.42857142857142855","1.0","{2000-06-28T00:00|2000-06-28T00:00}","0.0","{Tianjin Jinmen Tiger|Tianjin}","1.0","{3}","1.0","{Wang Zhenghao|Wang Zhenghao}","0.0","{China PR|CHN}","0.0","{181.0|185.0}","0.0","{78.0|75.0}"
"eafc_4694+fm_2595+tm_6836","0.619047619047619","1.0","{1998-05-30T00:00|1998-05-30T00:00|1998-05-30T00:00}","0.0","{Mallorca|Union SG|RCD Mallorca}","0.0","{4|4}","0.6666666666666666","{S. Van der Heyden|Siebe Van der Heyden|Siebe Van der Heyden}","0.6666666666666666","{Belgium|BEL|Belgium}","1.0","{185.0|185.0}","1.0","{76.0|76.0}"
"eafc_10246+tm_5219","0.7142857142857143","1.0","{2000-01-08T00:00|2000-01-08T00:00}","0.0","{Gil Vicente|Gil Vicente FC}","0.0","{29|29}","1.0","{Depú|Depú}","1.0","{Angola|Angola}","1.0","{178.0}","1.0","{67.0}"
"eafc_2311+fm_6090+tm_6049","0.7142857142857143","1.0","{1992-11-01T00:00|1992-11-01T00:00|1992-11-01T00:00}","0.6666666666666666","{Juventus|Juventus|Juventus FC}","0.0","{11|11}","0.6666666666666666","{F. Kostić|Filip Kostić|Filip Kostić}","0.6666666666666666","{Serbia|SRB|Serbia}","1.0","{184.0|184.0}","1.0","{84.0|84.0}"
"eafc_6895+fm_3751+tm_10671","0.5714285714285714","1.0","{1999-07-15T00:00|1999-07-15T00:00|1999-07-15T00:00}","0.6666666666666666","{Paderborn|Paderborn|SC Paderborn 07}","0.0","{33|33}","0.6666666666666666","{M. Hoffmeier|Marcel Hoffmeier|Marcel Hoffmeier}","0.6666666666666666","{Germany|GER|Germany}","1.0","{182.0|182.0}","0.0","{78.0|80.0}"
"eafc_9840+tm_3998","0.5714285714285714","1.0","{1998-11-29T00:00|1998-11-29T00:00}","0.0","{Antwerp|Royal Antwerp FC}","0.0","{11|11}","0.0","{A. Muja|Arbnor Muja}","1.0","{Albania|Albania}","1.0","{179.0}","1.0","{69.0}"
"eafc_1000+fm_15173+tm_5199","0.47619047619047616","1.0","{1986-05-06T00:00|1986-05-06T00:00|1986-05-06T00:00}","0.6666666666666666","{Gil Vicente|Gil Vicente|Gil Vicente FC}","0.0","{26|26}","1.0","{Rúben Fernandes|Rúben Fernandes|Rúben Fernandes}","0.6666666666666666","{Portugal|POR|Portugal}","0.0","{187.0|186.0}","0.0","{81.0|78.0}"
"eafc_4612+tm_10268","0.7142857142857143","1.0","{1998-11-09T00:00|1998-11-08T00:00}","1.0","{Huddersfield Town|Huddersfield Town}","0.0","{10|10}","0.0","{J. Koroma|Josh Koroma}","1.0","{England|England}","1.0","{178.0}","1.0","{66.0}"
"eafc_8261+fm_12116+tm_7488","0.4285714285714285","1.0","{2000-11-07T00:00|2000-11-07T00:00|2000-11-07T00:00}","0.6666666666666666","{Burnley|Burnley|Burnley FC}","0.0","{19|19}","0.6666666666666666","{A. Zaroury|Anass Zaroury|Anass Zaroury}","0.6666666666666666","{Morocco|BEL|Morocco}","0.0","{178.0|180.0}","0.0","{68.0|73.0}"
"eafc_7078+fm_11932+tm_9788","0.4285714285714285","1.0","{2001-10-30T00:00|2001-01-30T00:00|2001-10-30T00:00}","0.6666666666666666","{Leeds United|Leeds|Leeds United}","0.0","{10|10}","0.6666666666666666","{C. Summerville|Crysencio Summerville|Crysencio Summerville}","0.6666666666666666","{Netherlands|NED|Netherlands}","0.0","{174.0|164.0}","0.0","{64.0|59.0}"
"eafc_4898+fm_14915+tm_9217","0.6666666666666666","1.0","{1996-02-22T00:00|1996-02-02T00:00|1996-02-02T00:00}","0.0","{Elche|Málaga|Elche CF}","0.0","{14|14}","1.0","{Aleix Febas|Aleix Febas|Aleix Febas}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{172.0|172.0}","1.0","{64.0|64.0}"
"eafc_6834+fm_12155+tm_9798","0.4285714285714285","1.0","{2001-01-02T00:00|2001-01-02T00:00|2001-01-02T00:00}","0.6666666666666666","{Norwich City|Norwich|Norwich City}","0.0","{37|37}","0.6666666666666666","{D. Barden|Daniel Barden|Daniel Barden}","0.6666666666666666","{Wales|WAL|Wales}","0.0","{195.0|194.0}","0.0","{80.0|88.0}"
"eafc_5698+fm_15876+tm_6967","0.5714285714285714","1.0","{1996-02-21T00:00|1996-02-21T00:00|1996-02-21T00:00}","0.6666666666666666","{Deportivo Alavés|Alavés|Deportivo Alavés}","0.0","{14|14}","0.6666666666666666","{N. Tenaglia|Nahuel Tenaglia|Nahuel Tenaglia}","0.6666666666666666","{Argentina|ARG|Argentina}","0.0","{181.0|182.0}","1.0","{70.0|70.0}"
"eafc_9698+fm_3946","0.2857142857142857","1.0","{2004-07-19T00:00|2004-07-19T00:00}","0.0","{VfL Bochum 1848|VfL Bochum}","1.0","{25}","0.0","{M. Tolba|Mohammed Tolba}","0.0","{Germany|GER}","0.0","{185.0|182.0}","0.0","{76.0|73.0}"
"eafc_10198+tm_4138","0.5714285714285714","1.0","{2001-09-08T00:00|2001-09-08T00:00}","0.0","{Sporting Charleroi|RSC Charleroi}","0.0","{19|19}","0.0","{N. Štulić|Nikola Štulić}","1.0","{Serbia|Serbia}","1.0","{188.0}","1.0","{80.0}"
"eafc_8769+tm_6671","0.7142857142857143","1.0","{2000-05-27T00:00|2000-05-27T00:00}","0.0","{Real Betis|Real Betis Balompié}","0.0","{20|20}","1.0","{Abner|Abner}","1.0","{Brazil|Brazil}","1.0","{181.0}","1.0","{75.0}"
"eafc_3254+fm_6882+tm_6468","0.5238095238095238","1.0","{1994-07-15T00:00|1994-07-15T00:00|1994-07-15T00:00}","0.0","{Cagliari|Modena|Cagliari Calcio}","0.0","{37|37}","1.0","{Paulo Azzi|Paulo Azzi|Paulo Azzi}","0.6666666666666666","{Brazil|BRA|Brazil}","1.0","{188.0|188.0}","0.0","{80.0|78.0}"
"eafc_4483+fm_1952+tm_4132","0.38095238095238093","1.0","{1991-04-12T00:00|1991-04-12T00:00|1991-04-12T00:00}","0.0","{Sporting Charleroi|Charleroi|RSC Charleroi}","0.0","{44|44}","0.0","{R. Morioka|Ryôta Morioka|Ryota Morioka}","0.6666666666666666","{Japan|JPN|Japan}","1.0","{180.0|180.0}","0.0","{79.0|70.0}"
"eafc_10205+fm_5380+tm_7937","0.5714285714285714","1.0","{2004-04-13T00:00|2004-04-13T00:00|2004-04-13T00:00}","0.6666666666666666","{FC Köln|1. FC Köln|1.FC Köln}","0.0","{38|38}","0.6666666666666666","{E. Bakatukanda|Elias Bakatukanda|Elias Bakatukanda}","0.6666666666666666","{Germany|GER|Germany}","1.0","{193.0|193.0}","0.0","{76.0|80.0}"
"eafc_2547+fm_15354","0.42857142857142855","1.0","{1994-05-12T00:00|1994-05-12T00:00}","0.0","{Metz|FC Metz}","1.0","{30}","0.0","{M. Caillard|Marc-Aurèle Caillard}","0.0","{France|FRA}","1.0","{191.0|191.0}","0.0","{79.0|87.0}"
"eafc_1656+fm_6797+tm_9039","0.5714285714285714","1.0","{1990-12-18T00:00|1990-12-18T00:00|1990-12-18T00:00}","0.6666666666666666","{Ternana|Ternana|Ternana Calcio}","0.0","{1|1}","0.6666666666666666","{A. Iannarilli|Antony Iannarilli|Antony Iannarilli}","0.6666666666666666","{Italy|ITA|Italy}","0.0","{188.0|186.0}","1.0","{82.0|82.0}"
"eafc_6169+tm_4814","0.7142857142857143","1.0","{1992-05-02T00:00|1992-05-02T00:00}","1.0","{Pendikspor|Pendikspor}","0.0","{4|4}","0.0","{J. Vuković|Josip Vukovic}","1.0","{Croatia|Croatia}","1.0","{184.0}","1.0","{76.0}"
"eafc_2820+fm_9602+tm_4647","0.6666666666666667","1.0","{1994-06-14T00:00|1994-06-14T00:00|1994-06-14T00:00}","1.0","{Ankaragücü|Ankaragücü}","0.0","{22|22}","0.6666666666666666","{A. Sowe|Ali Sowe|Ali Sowe}","0.0","{Gambia|GAM|The Gambia}","1.0","{191.0|191.0}","1.0","{84.0|84.0}"
"eafc_11322+fm_10107","0.42857142857142855","1.0","{1991-06-17T00:00|1991-06-17T00:00}","0.0","{Tianjin Jinmen Tiger|Tianjin}","1.0","{9}","0.0","{R. Berić|Robert Berić}","0.0","{Slovenia|SVN}","1.0","{188.0|188.0}","0.0","{83.0|84.0}"
"eafc_8742+fm_16301+tm_8393","0.5714285714285714","1.0","{1997-11-15T00:00|1997-11-15T00:00|1997-11-15T00:00}","0.6666666666666666","{Bastia|SC Bastia|SC Bastia}","0.0","{10|10}","0.6666666666666666","{M. Alfarela|Migouel Alfarela|Migouel Alfarela}","0.6666666666666666","{France|FRA|France}","1.0","{173.0|173.0}","0.0","{66.0|67.0}"
"eafc_11255+tm_4320","0.8571428571428571","1.0","{2000-07-12T00:00|2000-07-12T00:00}","1.0","{RWDM}","0.0","{36|62}","1.0","{Kayque|Kayque}","1.0","{Brazil|Brazil}","1.0","{176.0}","1.0","{81.0}"
"eafc_11098+fm_7048","0.42857142857142855","1.0","{2003-06-27T00:00|2003-06-27T00:00}","0.0","{Lecce|Salento}","1.0","{98}","0.0","{A. Borbei|Alexandru Borbei}","0.0","{Romania|ROU}","1.0","{183.0|183.0}","0.0","{77.0|75.0}"
"eafc_10809+tm_5237","0.5714285714285714","1.0","{2004-09-14T00:00|2004-09-14T00:00}","0.0","{Estoril|GD Estoril Praia}","0.0","{24|24}","0.0","{F. Dicke|Finn Dicke}","1.0","{Netherlands|Netherlands}","1.0","{181.0}","1.0","{73.0}"
"eafc_4877+tm_8065","0.5714285714285714","1.0","{1994-07-06T00:00|1994-07-06T00:00}","0.0","{Heidenheim|1.FC Heidenheim 1846}","0.0","{20|20}","0.0","{N. Dovedan|Nikola Dovedan}","1.0","{Austria|Austria}","1.0","{172.0}","1.0","{72.0}"
"eafc_7681+tm_4287","0.5714285714285714","1.0","{2000-09-09T00:00|2000-09-09T00:00}","0.0","{Mechelen|KV Mechelen}","0.0","{4|4}","0.0","{T. Raemaekers|Toon Raemaekers}","1.0","{Belgium|Belgium}","1.0","{194.0}","1.0","{85.0}"
"eafc_3898+tm_4311","0.5714285714285714","1.0","{1995-02-03T00:00|1995-02-03T00:00}","0.0","{RWDM|RWD Molenbeek}","0.0","{3|3}","0.0","{F. Le Joncour|Florian Le Joncour}","1.0","{France|France}","1.0","{193.0}","1.0","{86.0}"
"eafc_10522+tm_2006","0.5714285714285714","1.0","{2003-02-07T00:00|2003-02-07T00:00}","0.0","{Unterhaching|SpVgg Unterhaching}","0.0","{3|3}","0.0","{M. Lamby|Max Lamby}","1.0","{Germany|Germany}","1.0","{172.0}","1.0","{63.0}"
"eafc_6073+fm_16168+tm_8490","0.4285714285714285","1.0","{1998-01-29T00:00|1998-01-29T00:00|1998-01-29T00:00}","0.6666666666666666","{Rodez|Rodez AF|Rodez AF}","0.0","{14|14}","0.6666666666666666","{B. Danger|Bradley Danger|Bradley Danger}","0.6666666666666666","{France|FRA|France}","0.0","{182.0|180.0}","0.0","{73.0|69.0}"
"eafc_9616+fm_3964+tm_3882","0.47619047619047616","1.0","{2003-12-15T00:00|2003-12-15T00:00|2003-12-15T00:00}","1.0","{FC Volendam|FC Volendam|FC Volendam}","0.0","{37|37}","0.6666666666666666","{J. Antonioli|Joey Antonioli|Joey Antonioli}","0.6666666666666666","{Netherlands|NED|Netherlands}","0.0","{179.0|181.0}","0.0","{65.0|74.0}"
"eafc_4410+fm_14526+tm_5080","0.47619047619047616","1.0","{1996-08-13T00:00|1996-08-13T00:00|1996-08-13T00:00}","0.0","{Sporting Braga|BRG|SC Braga}","0.0","{23|23}","0.6666666666666666","{S. Banza|Simon Banza|Simon Banza}","0.6666666666666666","{France|FRA|France}","1.0","{189.0|189.0}","0.0","{77.0|75.0}"
"eafc_10936+fm_13202+tm_10125","0.3333333333333333","1.0","{2004-09-10T00:00|2004-09-10T00:00|2004-09-10T00:00}","0.6666666666666666","{Preston North End|Preston|Preston North End}","0.0","{36|36}","0.6666666666666666","{J. Seary|Josh Seary|Josh Seary}","0.0","{Republic of Ireland|ENG|Ireland}","0.0","{180.0|187.0}","0.0","{69.0|75.0}"
"eafc_2551+fm_11780+tm_10077","0.7142857142857143","1.0","{1995-04-25T00:00|1995-04-25T00:00|1995-04-25T00:00}","0.6666666666666666","{Stoke City|Stoke|Stoke City}","0.0","{8|8}","0.6666666666666666","{L. Baker|Lewis Baker|Lewis Baker}","0.6666666666666666","{England|ENG|England}","1.0","{182.0|182.0}","1.0","{72.0|72.0}"
"eafc_3787+tm_7992","0.5714285714285714","1.0","{1997-01-23T00:00|1997-01-23T00:00}","0.0","{VfL Bochum 1848|VfL Bochum}","0.0","{41|41}","0.0","{N. Loosli|Noah Loosli}","1.0","{Switzerland|Switzerland}","1.0","{186.0}","1.0","{84.0}"
"eafc_10429+tm_3845","0.7142857142857143","1.0","{2003-03-17T00:00|2003-03-17T00:00}","1.0","{Heracles Almelo|Heracles Almelo}","0.0","{34|34}","0.0","{C. Olde Keizer|Chiel Olde Keizer}","1.0","{Netherlands|Netherlands}","1.0","{180.0}","1.0","{73.0}"
"eafc_6469+tm_8126","0.5714285714285714","1.0","{2002-10-29T00:00|2002-10-29T00:00}","0.0","{Troyes|Stade Rennais FC}","0.0","{38|38}","0.0","{D. Alemdar|Dogan Alemdar}","1.0","{Turkey|Turkey}","1.0","{189.0}","1.0","{73.0}"
"eafc_11579+fm_11104","0.5714285714285714","1.0","{2001-03-28T00:00|2001-03-28T00:00}","0.0","{Cangzhou Mighty Lions|CZ Mighty Lions}","1.0","{27}","1.0","{Ma Fuyu|Ma Fuyu}","0.0","{China PR|CHN}","0.0","{182.0|178.0}","1.0","{72.0|72.0}"
"eafc_9365+fm_12243+tm_6939","0.3333333333333333","1.0","{2003-03-23T00:00|2003-03-23T00:00|2003-03-23T00:00}","0.0","{Granada|Preston|Manchester United}","0.0","{33|33}","0.6666666666666666","{Álvaro Fernández|Álvaro Fernández|Álvaro Fernandez}","0.6666666666666666","{Spain|ESP|Spain}","0.0","{186.0|188.0}","0.0","{65.0|70.0}"
"eafc_9932+fm_16243+tm_8415","0.47619047619047616","1.0","{2000-06-06T00:00|2000-06-06T00:00|2000-06-06T00:00}","0.6666666666666666","{Grenoble Foot 38|Grenoble|Grenoble Foot 38}","0.0","{70|70}","0.6666666666666666","{S. Touray|Saikou Touray|Saikou Touray}","0.0","{Gambia|GAM|The Gambia}","1.0","{175.0|175.0}","0.0","{74.0|73.0}"
"eafc_1399+fm_2250+tm_10497","0.47619047619047616","1.0","{1993-07-15T00:00|1993-07-15T00:00|1993-07-15T00:00}","0.6666666666666666","{Hannover 96|Hannover|Hannover 96}","0.0","{16|16}","0.0","{H. Nielsen|Håvard Nielsen|Havard Nielsen}","0.6666666666666666","{Norway|NOR|Norway}","1.0","{187.0|187.0}","0.0","{82.0|83.0}"
"eafc_9916+fm_8800","0.42857142857142855","1.0","{2003-05-24T00:00|2003-05-25T00:00}","1.0","{Cosenza|Cosenza}","1.0","{20}","0.0","{A. Arioli|Alessandro Arioli}","0.0","{Italy|ITA}","0.0","{186.0|187.0}","0.0","{76.0|77.0}"
"eafc_7676+tm_5765","0.5714285714285714","1.0","{2002-04-08T00:00|2002-04-08T00:00}","0.0","{Lorient|FC Lorient}","0.0","{29|29}","0.0","{S. Doucouré|Siriné Doucouré}","1.0","{France|France}","1.0","{193.0}","1.0","{75.0}"
"eafc_5944+fm_1510+tm_1661","0.3333333333333333","1.0","{1997-06-06T00:00|1997-06-06T00:00|1997-06-06T00:00}","0.6666666666666666","{CF Montréal|Real Salt Lake|CF Montréal}","0.0","{22|22}","0.0","{A. Herrera|Aaron Herrera|Aarón Herrera}","0.6666666666666666","{Guatemala|USA|Guatemala}","0.0","{180.0|181.0}","0.0","{71.0|72.0}"
"eafc_2099+fm_11892+tm_9947","0.5714285714285714","1.0","{1993-05-03T00:00|1993-05-03T00:00|1993-05-03T00:00}","0.6666666666666666","{Sunderland|Sunderland|Sunderland AFC}","0.0","{21|21}","0.6666666666666666","{A. Pritchard|Alex Pritchard|Alex Pritchard}","0.6666666666666666","{England|ENG|England}","0.0","{168.0|171.0}","1.0","{62.0|62.0}"
"eafc_6347+fm_3874","0.5714285714285714","1.0","{2000-07-18T00:00|2000-07-18T00:00}","1.0","{Antwerp|Antwerp}","1.0","{8}","0.0","{A. Yusuf|Alhassan Yusuf}","0.0","{Nigeria|NGA}","0.0","{173.0|175.0}","1.0","{66.0|66.0}"
"eafc_8613+fm_3269+tm_10816","0.7142857142857143","1.0","{2000-08-11T00:00|2000-08-11T00:00|2000-08-11T00:00}","0.6666666666666666","{Osnabrück|VfL Osnabrück|VfL Osnabrück}","0.0","{3|3}","0.6666666666666666","{F. Kleinhansl|Florian Kleinhansl|Florian Kleinhansl}","0.6666666666666666","{Germany|GER|Germany}","1.0","{180.0|180.0}","1.0","{72.0|72.0}"
"eafc_2642+fm_1991+tm_7682","0.619047619047619","1.0","{1994-03-13T00:00|1994-03-13T00:00|1994-03-13T00:00}","1.0","{VfL Wolfsburg|VfL Wolfsburg|VfL Wolfsburg}","0.0","{31|31}","0.6666666666666666","{Y. Gerhardt|Yannick Gerhardt|Yannick Gerhardt}","0.6666666666666666","{Germany|GER|Germany}","1.0","{184.0|184.0}","0.0","{81.0|79.0}"
"eafc_3906+fm_14447+tm_9769","0.47619047619047616","1.0","{1997-10-22T00:00|1997-10-22T00:00|1997-10-22T00:00}","0.0","{Leeds United|Rennes|Tottenham Hotspur}","0.0","{14|14}","0.6666666666666666","{J. Rodon|Joe Rodon|Joe Rodon}","0.6666666666666666","{Wales|WAL|Wales}","1.0","{193.0|193.0}","0.0","{88.0|76.0}"
"eafc_3233+fm_1823+tm_7737","0.5714285714285714","1.0","{1995-09-08T00:00|1995-09-08T00:00|1995-09-08T00:00}","0.6666666666666666","{Borussia Mönchengladbach|Borussia M'gladbach|Borussia Mönchengladbach}","0.0","{8|8}","0.6666666666666666","{J. Weigl|Julian Weigl|Julian Weigl}","0.6666666666666666","{Germany|GER|Germany}","1.0","{186.0|186.0}","0.0","{77.0|80.0}"
